,name,roaster,descriptor,price,weight,weight in g,weight in oz,location,roasternotes,blend_single,roastlevel,classification,flavornotes,extra
45,Limited Release Nicaragua El Esfuerzo CoE,Metric,"Rich and sweet, clean yet complex, with bold nectarine and maple sweetness. This one won't last long - grab this super-limited award winner while you've got the chance.",26.0,12.0,340.1942774959533,12.0,"Chicago, IL","Tried, man-of-the-land, Ignacio Estrada Burgo delivers this Cup of Excellence recognized coffee full of nectarine and maple sweetness that delicately weaves in notes of tamarind complexity.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Jinotega', 'Producer', 'Ignacio Estrada Burgo', 'Harvest Time', '2018', 'Varietal', 'Maracaturra', 'Elevation', '1300 - 1400']"
46,Four Leftys,Novo,"Two wrongs don't make a right, but four leftys roast one heck of a coffee. Impeccably balanced and pleasingly bright, this sweet, nutty roast is a classic.",15.5,12.0,340.1942774959533,12.0,"Denver, CO","Four Leftys is Novo Coffee's house blend, named over the original four men who made Novo possible- our three founders and the company's first roaster. It is a friendly coffee made to please many palettes.",Blends,Medium Roast,Comforting & Rich,Nostalgic with hints of Nut and Milk Chocolate,"['Process', 'Washed', 'Harvest Time', 'January-February 2017']"
47,Guatemala La Maravilla El Aguacate,Elm,"Fruity and clean, this coffee has a comforting candy bar sweetness that makes it easy to love.",19.0,12.0,340.1942774959533,12.0,"Seattle, WA","Mauricio Rosales grows this caturra and bourbon coffee in La Libertad, Huehuetengango Guatemala. This washed coffee is dried on raised beds, and has lovely tangerine and cherry fruit character, along with nougat sweetness. There was obviously a ton of care put into growing this coffee; it is extremely clean and transparent, a joy to drink.",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Guatemala with hints of Brown Sugar and Citrus,"['Process', 'Washed', 'Sub Region', 'Huehuetenango', 'Producer', 'Mauricio Rosales', 'Harvest Time', 'Spring 2018', 'Varietal', 'Bourbon, Caturra', 'Elevation', '1700']"
48,Brazil Klatch Diamond Reserve,Klatch,"Seasons change, but quality holds strong in this region where coffee is king. Here’s a stellar one with distinct aromas and a balanced finish.",13.95,12.0,340.1942774959533,12.0,"Rancho Cucamonga, CA","Mike Perry sourced this coffee from his trip early this year and it is a hand-selected blend from two farms located in Cerro Mineiro region. It starts with a light milk chocolate and bright orange-citrus aroma. The cup brings out flavors of brown sugar and orange with mild citric acidity. Along with a balanced body, this coffee can be enjoyed as drip or espresso.",Single Origins,Medium Roast,Funky & Fruity,none,"['Process', 'Natural/Dry Processed', 'Varietal', 'Red Bourbon']"
49,La Familia Guarnizo,Joe,"The Guarnizo family takes great care to lovingly dry this beautifully sweet, tropical coffee to protect it from the unpredictable rains in the region.",18.0,12.0,340.1942774959533,12.0,"New York, NY",The Guarnizo family owns and operates 6 farms near the town of Tarqui. Their farms sit 1600-1800 meters above sea level along the eastern slopes of the Central Cordillera in the Andes Mountains. The Guarnizos dry their coffee in the shad for a week before moving it to a covered solar dryer where it will continue drying for another 2 weeks. The beds remain covered to protect the coffee from the unpredictable rains in the region.,Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Brown Sugar and Sweet Vanilla,"['Process', 'Washed', 'Sub Region', 'Huila', 'Producer', 'Guarnizo Family', 'Harvest Time', 'April-July, October-December', 'Varietal', 'Caturra', 'Elevation', '1600 - 1800']"
50,Organic Espresso,Caffe Vita,"Call this a shot in the dark, but this is the espresso you never knew you needed. It’s medium-to-full bodied with a chocolatey finish.",17.0,12.0,340.1942774959533,12.0,"Seattle, WA","A blend of certified organic coffees from South American, Indonesia and Africa.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed, Natural/Dry Processed', 'Varietal', 'Bourbon, Typica', 'Elevation', '1200']"
51,Sugar Cane Decaf,Airship,"Like its name suggests, a sugar cane-based process removes the caffeine here—but leaves this coffee’s superior integrity, and drinkability, totally intact.",12.0,8.0,226.79618499730222,8.0,"Bentonville, AR","The best decaf we've ever found. This green coffee is washed with a sugar cane distillate, which washes away the caffeine while retaining structure and flavor.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Brown Sugar and Sweet Vanilla,"['Process', 'Washed', 'Sub Region', 'Tolima', 'Harvest Time', 'Late Summer, Early Autumn', 'Varietal', 'Mixed', 'Elevation', '1400 - 1800']"
52,Gedeb Alemu,AKA,"With its subtle notes of dark chocolate and strawberries, smooth silky body and lingering finish, we're feeling downright romanced. This is a coffee suitable for romantics.",18.0,12.0,340.1942774959533,12.0,"Oakland, CA","A delicious fresh crop Ethiopian coffee. Gedeb Alemu has notes of dark chocolate, and strawberries.",Single Origins,Light Roast,Subtle & Delicate,"Complex with notes of Berry Fruit, Milk Chocolate and Florals","['Process', 'Washed', 'Sub Region', 'Yirgacheffe', 'Producer', 'Gedeb Alemu', 'Varietal', 'Ethiopia Heirloom', 'Elevation', '1900 - 2100']"
53,Union Blend,Spyhouse,"Tastes come together in this complex yet exceptionally versatile coffee. Made to brew, it holds up against every food on the menu.",16.0,10.0,283.4952312466278,10.0,"Minneapolis, MN","Multiple elements in alliance create a rich & complex profile of dark sugars. We crafted this offering on the foundation of rich chocolate and caramel notes with just enough sweet, dark fruit overtones to make it versatile. Intended to serve as a brewed offering, Union was created to be paired with food; the rich body holds up well against heavier traditional breakfast items. Although sweetness is clearly present in the cup, it is not overpowering.",Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Brown Sugar and Nut,"['Process', 'Washed', 'Sub Region', 'Huehuetenango, Sierra Madre de Chiapas', 'Varietal', 'Caturra, Catuai, Bourbon, Pache, Typica, Mundo Novo', 'Elevation', '1000']"
54,"Santa Tereza, Costa Rica",Revelator,"So much subtle sweetness, where to begin? Notes of stonefruit and apple get a little jazzed up with citric acidity, and mellow to a smooth caramel sweetness. Easy to enjoy, this one.",17.0,12.0,340.1942774959533,12.0,"Birmingham, AL","Sweet notes of apple, grape, orange, and stonefruit, with honey, maple, and caramel on the finish.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Costa Rica with hints of Sweet Vanilla and Citrus,"['Process', 'Washed', 'Sub Region', 'Dota', 'Varietal', 'red & yellow catuaí']"
55,Founder's Blend,Stumptown,"Everything you love about a classic, nostalgic cup of comfort shine in this sweet, easy to love blend - it's just elevated beyond your wildest dreams.",15.0,12.0,340.1942774959533,12.0,"Portland, OR","The diner of your dreams serves this coffee. We like to think of our Founder’s Blend as a dose of Central American sunshine in a cup, a creature comfort in our cloudy Northwest hometown. Simple and chocolate-forward, this full-bodied cup is an all day every day drinker.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Sweet Vanilla and Milk Chocolate,"['Process', 'Washed']"
56,Holler Mountain,Stumptown,This full-bodied & versatile hometown favorite layers crisp bright flavors on top of comforting richness.,16.0,12.0,340.1942774959533,12.0,"Portland, OR","One of our signature blends that’s been with us since the beginning, Holler Mountain is a hometown favorite. A versatile and full-bodied blend, Holler Mountain doses out a bright burst of citrus that pairs perfectly with creamy notes of caramel and hazelnut.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Nut and Brown Sugar,"['Process', 'Washed']"
57,Creamery Seasonal Blend,Ruby,"The silky sweetness of cream is always the target of this blend that changes with the seasons. It’s deep and balanced, vibrant yet mellow. Real cream optional.",15.0,12.0,340.1942774959533,12.0,"Nelsonville, WI","Creamery is our mainstay of seasonal coffees that emphasizes depth and balance in the cup. Great for vibrant, silky espresso and chocolatey, sweet drip. When preparing espresso try 19-20 g in / 38-42 g out around 28-32 sec and adjust to taste. As drip we typically brew at 31-32 g coffee and 500 ml water using Kalita, Hario or similar pour-over style. In this method of prep, expect a greater presence of dried fruit notes and a range of chocolate flavors.",Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Milk Chocolate and Brown Sugar,"['Process', 'Washed', 'Sub Region', 'Huehuetenango, Tarrazu, Kirinyaga', 'Producer', 'Ernesto Perez and family, Rolando Esquivel Bararantes and Family, various small holders', 'Harvest Time', 'March 2017', 'Varietal', 'Bourbon, Caturra, Maragogipe, Red Catuia, SL-28, and SL-34', 'Elevation', '1600']"
58,Diesel Dark Roast,Atomic,"Dark, rich and energizing, here’s fuel for your morning (or afternoon, or evening). A bit of earthy smokiness gives it extra oomph.",14.0,12.0,340.1942774959533,12.0,"Salem, MA",Rich and full-bodied cup with intense earthy and smoky flavors complemented by baker's chocolate and spice.,Blends,Medium-Dark Roast,Comforting & Rich,Nostalgic with hints of Roastiness and Earthiness,"['Process', 'Washed', 'Varietal', 'Bourbon, Typica, Catuai, Catimor', 'Elevation', '1300']"
59,Tarrazu Espresso,George Howell,"Enjoy this classic cup of coffee from a master among roasters. Roasted to perfection for a smooth, rich, velvety espresso - but delicious any way you brew it.",14.25,12.0,340.1942774959533,12.0,"Boston, MA","A South Italian Style Espresso Roast developed for smoothness and extra richness. Tarrazu is a land of small farmers in a tumultuous landscape of lush green peaks, some rising over 10,000 feet, and valleys. The climate has well defined seasons: the long dry season, from December to April, coincides perfectly with the coffee harvest, leading to very even, full ripening - ideal for preparing quality coffee.",Single Origins,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Sub Region', 'Tarrazu', 'Harvest Time', 'January 2018', 'Varietal', 'Caturra, Catuai', 'Elevation', '1190 - 1890']"
60,Crown Point,Sightglass,"No fair-weather fans here. Although this espresso rotates seasonally, it’s consistently a crowd-pleaser—especially when paired with milk.",17.75,12.0,340.1942774959533,12.0,"San Francisco, CA","This seasonally rotating, three component espresso was crafted to pair tremendously with milk, and serve as a blend for drinkers of all types.",Blends,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Washed']"
61,Organic Full Spectrum,Kickapoo,Create an in-house cafe. This versatile blend makes a delicious flat white with rich flavors and a buttery finish. How’d they get it so good?,15.5,12.0,340.1942774959533,12.0,"Viroqua, WI","Full Spectrum is a versatile blend. Delicately sweet with a compelling effervescent complexity, it's the perfect choice for cafes on an obsessive quest for the perfect flat white or the aficionado perfecting her home barista skills. When brewed for drip, expect this coffee to have a pleasant, soft acidity and a round sweetness. Notes of cocoa nib, dried cherries and a buttery finish keep us coming back to this blend again and again.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Milk Chocolate,"['Process', 'Washed', 'Sub Region', 'Jacaltenango', 'Producer', 'Rio Azul Cooperative', 'Harvest Time', 'May 2017', 'Varietal', 'Typica, Caturra, Castillo', 'Elevation', '1500']"
62,Cold Brew,Atomic,"Extra smooth and extra chocolaty-sweet, with a splash of fruit juiciness. Cold brew lovers, don't miss this one.",15.0,12.0,340.1942774959533,12.0,"Salem, MA","We took several months to finalize our Cold Brew recipe and we have been content with the results ever since. Full-bodied with great depth, balancing chocolate and caramel with more acidic cherry and stonefruit flavors, we have crafted a wonderful cold brewed coffee.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Milk Chocolate, Brown Sugar and Berry Fruit","['Process', 'Washed', 'Varietal', 'Varies with season', 'Elevation', '1200']"
63,"Guatemala, Finca Chalum",Maquina,"It’s lonely at the top—unless you’re this Guatemalan gem harvested from 1,940 meters above sea level. That height gives it depth, dimension and lots of fans.",17.5,12.0,340.1942774959533,12.0,"West Chester, PA","Finca Chalum is owned and run by Armando Gomez but was originally owned by his grandfather, Eusebio Gomez and has been working the farm since he was 23. Located in Todos Santos, Huehuetenango his policy on this farm has been to reinvest at every turn, which has proven the better way to use these additional funds. He has been able to build a patio and processing materials. During the next harvest he was able to buy out his neighbor (the upper farm… at 1,940 meters above sea level) which is super high up! We are excited to see what he can produce there with all of his knowledge gained from the years of working Finca Chalum.",Single Origins,Medium Roast,Chocolaty & Sweet,A classic expression of Guatemala with hints of Sweet Vanilla and Citrus,"['Process', 'Washed', 'Sub Region', 'Huehuetenango', 'Producer', 'Armando Gomez', 'Varietal', 'pache verde, caturra, bourbon', 'Elevation', '1750 - 1940']"
