,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
50,Monarch Blend,Blends,Comforting & Rich,15.5,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Brown Sugar,"This fully developed roast plays well with milk—rich, frothy milk, to be specific. Dense with sugar, it toasts up with milk and somehow tastes even better.",Onyx,"Fayetteville, AR",Medium-Dark Roast,"Monarch, formerly named Red Queen, is our most developed roast. It is a flavor profile that we designed to work well with fats. This coffee works extremely well with cream or as an espresso that has a high volume of milk. A very sweet sugar dense coffee that binds to the fats and creates multiple complex sugar browning notes from Swiss chocolate to cacao depending on the amount of milk added. Enjoy as drip or espresso.",Process Washed,,,,,Varietal Caturra Ethiopia Heirloom
51,Buena Vista,Blends,Sweet & Smooth,15.5,12.0,340.1942774959533,12.0,A traditional base with hints of Brown Sugar and Milk Chocolate,"There’s always room for dessert. Wise words—and the taste theory behind this rich, toasty coffee that stands in for a fix of your favorite dark chocolate.",Verve,"Santa Cruz, CA",Medium Roast,"A toasted sweetness is joined by a rich, dark chocolate flavor in one of our flagship dark-roast blends.",Process Washed,Sub Region Cauca,Harvest Time December - April,Elevation 1700,Producer Various,
52,Organic Radio Wave,Blends,Comforting & Rich,15.25,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Roastiness,"The bigger the mug, the better. With a sumptuous body, this bittersweet blend boasts rich flavors (a nod to its Latin American roots). More, please.",Kickapoo,"Viroqua, WI",Medium-Dark Roast,"For anyone who wants a big, round coffee with layers of bittersweet chocolate and a sumptuous body, this is your blend. Always a blend of our favorite coffees from Latin America, this dark roast goes well with cream and can be an exceptional choice for those cafes serving larger coffee drinks, which is to say Radio Wave holds up really well in milk.",Process Washed,Sub Region Tolima,Harvest Time September 2017 ,Elevation 1450,,Varietal Typica Bourbon Caturra Colombia
53,Onyx Cold Brew,Single Origins,Chocolaty & Sweet,15.0,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Milk Chocolate and Ripe Fruit,"Amazing cold brew at home? We have chills. Friendly to a variety of cold-brew methods, this pleases a crowd with its low-acid, approachable finish.",Onyx,"Fayetteville, AR",Medium Roast,"Cold brew right at home!? We use this coffee for both our Kyoto towers & our Toddy cold brew concentrate for iced milk beverages. Lower in acidity and high in sugar browning, this coffee reacts well with fats in dairy or tastes smooth and sweet on its own. Designed for cold extraction.",Process Washed,Sub Region Antioquia,,Elevation 1600 - 1650,,Varietal Caturra Typica Bourbon
54,Conscientious Objector,Blends,Comforting & Rich,16.75,12.0,340.1942774959533,12.0,Nostalgic with hints of Sweet Vanilla and Milk Chocolate,"Hearty, smooth and bold - packing full flavor and chocolate sweetness into a cup with plenty of body and classic earthiness.",Highwire,"Oakland, CA",Medium-Dark Roast,"Blended to offer full flavor and body to your cup. You can expect a classic sweet earthiness up front with a creamy milk chocolate bar finish. Hearty, smooth and bold.",Process Washed,,,,,Varietal Arabica
55,Kenya Gichugene,Single Origins,Citrusy & Tart,19.0,12.0,340.1942774959533,12.0,"Acid forward with hints of Citrus, Florals and Brown Sugar","Bright citric acidity and honeyed sweetness are front and center in this balanced, clean cup.",Novo,"Denver, CO",Light-Medium Roast,Balanced orange marmalade acidity with great body and honey sweetness make this coffee a winner. All the acidity of Kenya balanced with all the sweetness you want!,Process Washed,Sub Region Meru,Harvest Time Jan 2018 - March 2018,Elevation 1650,Producer Katheri Farmer Coop,
56,Limited Release Nicaragua El Esfuerzo CoE,Single Origins,Sweet & Tart,26.0,12.0,340.1942774959533,12.0,none,"Rich and sweet, clean yet complex, with bold nectarine and maple sweetness. This one won't last long - grab this super-limited award winner while you've got the chance.",Metric,"Chicago, IL",Light-Medium Roast,"Tried, man-of-the-land, Ignacio Estrada Burgo delivers this Cup of Excellence recognized coffee full of nectarine and maple sweetness that delicately weaves in notes of tamarind complexity.",Process Washed,Sub Region Jinotega,Harvest Time 2018,Elevation 1300 - 1400,Producer Ignacio Estrada Burgo,Varietal Maracaturra
57,Four Leftys,Blends,Comforting & Rich,15.5,12.0,340.1942774959533,12.0,Nostalgic with hints of Nut and Milk Chocolate,"Two wrongs don't make a right, but four leftys roast one heck of a coffee. Impeccably balanced and pleasingly bright, this sweet, nutty roast is a classic.",Novo,"Denver, CO",Medium Roast,"Four Leftys is Novo Coffee's house blend, named over the original four men who made Novo possible- our three founders and the company's first roaster. It is a friendly coffee made to please many palettes.",Process Washed,,Harvest Time January-February 2017,,,
58,Guatemala La Maravilla El Aguacate,Single Origins,Chocolaty & Sweet,19.0,12.0,340.1942774959533,12.0,A classic expression of Guatemala with hints of Brown Sugar and Citrus,"Fruity and clean, this coffee has a comforting candy bar sweetness that makes it easy to love.",Elm,"Seattle, WA",Light-Medium Roast,"Mauricio Rosales grows this caturra and bourbon coffee in La Libertad, Huehuetengango Guatemala. This washed coffee is dried on raised beds, and has lovely tangerine and cherry fruit character, along with nougat sweetness. There was obviously a ton of care put into growing this coffee; it is extremely clean and transparent, a joy to drink.",Process Washed,Sub Region Huehuetenango ,Harvest Time Spring 2018,Elevation 1700,Producer Mauricio Rosales,Varietal Bourbon Caturra
59,Brazil Klatch Diamond Reserve,Single Origins,Funky & Fruity,13.95,12.0,340.1942774959533,12.0,none,"Seasons change, but quality holds strong in this region where coffee is king. Here’s a stellar one with distinct aromas and a balanced finish.",Klatch,"Rancho Cucamonga, CA",Medium Roast,"Mike Perry sourced this coffee from his trip early this year and it is a hand-selected blend from two farms located in Cerro Mineiro region. It starts with a light milk chocolate and bright orange-citrus aroma. The cup brings out flavors of brown sugar and orange with mild citric acidity. Along with a balanced body, this coffee can be enjoyed as drip or espresso.",Process Natural/Dry Processed,,,,,Varietal Red Bourbon
60,La Familia Guarnizo,Single Origins,Chocolaty & Sweet,18.0,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Brown Sugar and Sweet Vanilla,"The Guarnizo family takes great care to lovingly dry this beautifully sweet, tropical coffee to protect it from the unpredictable rains in the region.",Joe,"New York, NY",Medium Roast,The Guarnizo family owns and operates 6 farms near the town of Tarqui. Their farms sit 1600-1800 meters above sea level along the eastern slopes of the Central Cordillera in the Andes Mountains. The Guarnizos dry their coffee in the shad for a week before moving it to a covered solar dryer where it will continue drying for another 2 weeks. The beds remain covered to protect the coffee from the unpredictable rains in the region.,Process Washed,Sub Region Huila,Harvest Time April-July October-December,Elevation 1600 - 1800,Producer Guarnizo Family,Varietal Caturra
61,Organic Espresso,Blends,Syrupy & Smooth,17.0,12.0,340.1942774959533,12.0,none,"Call this a shot in the dark, but this is the espresso you never knew you needed. It’s medium-to-full bodied with a chocolatey finish.",Caffe Vita,"Seattle, WA",Medium Roast,"A blend of certified organic coffees from South American, Indonesia and Africa.",Process Washed Natural/Dry Processed,,,Elevation 1200,,Varietal Bourbon Typica
62,Sugar Cane Decaf,Single Origins,Chocolaty & Sweet,12.0,8.0,226.79618499730225,8.0,A classic expression of Colombia with hints of Brown Sugar and Sweet Vanilla,"Like its name suggests, a sugar cane-based process removes the caffeine here—but leaves this coffee’s superior integrity, and drinkability, totally intact.",Airship,"Bentonville, AR",Medium Roast,"The best decaf we've ever found. This green coffee is washed with a sugar cane distillate, which washes away the caffeine while retaining structure and flavor.",Process Washed,Sub Region Tolima,Harvest Time Late Summer Early Autumn,Elevation 1400 - 1800,,Varietal Mixed
63,Gedeb Alemu,Single Origins,Subtle & Delicate,18.0,12.0,340.1942774959533,12.0,"Complex with notes of Berry Fruit, Milk Chocolate and Florals","With its subtle notes of dark chocolate and strawberries, smooth silky body and lingering finish, we're feeling downright romanced. This is a coffee suitable for romantics.",AKA,"Oakland, CA",Light Roast,"A delicious fresh crop Ethiopian coffee. Gedeb Alemu has notes of dark chocolate, and strawberries.",Process Washed,Sub Region Yirgacheffe,,Varietal Ethiopia Heirloom Elevation 1900 - 2100,Producer Gedeb Alemu,Varietal Ethiopia Heirloom
64,Union Blend,Blends,Comforting & Rich,16.0,10.0,283.4952312466278,10.0,Nostalgic with hints of Brown Sugar and Nut,"Tastes come together in this complex yet exceptionally versatile coffee. Made to brew, it holds up against every food on the menu.",Spyhouse,"Minneapolis, MN",Medium-Dark Roast,"Multiple elements in alliance create a rich & complex profile of dark sugars. We crafted this offering on the foundation of rich chocolate and caramel notes with just enough sweet, dark fruit overtones to make it versatile. Intended to serve as a brewed offering, Union was created to be paired with food; the rich body holds up well against heavier traditional breakfast items. Although sweetness is clearly present in the cup, it is not overpowering.",Process Washed,Sub Region Huehuetenango Sierra Madre de Chiapas,,Elevation 1000,,Varietal Caturra Catuai Bourbon Pache Typica Mundo Novo
65,"Santa Tereza, Costa Rica",Single Origins,Chocolaty & Sweet,17.0,12.0,340.1942774959533,12.0,A classic expression of Costa Rica with hints of Sweet Vanilla and Citrus,"So much subtle sweetness, where to begin? Notes of stonefruit and apple get a little jazzed up with citric acidity, and mellow to a smooth caramel sweetness. Easy to enjoy, this one.",Revelator,"Birmingham, AL",Medium Roast,"Sweet notes of apple, grape, orange, and stonefruit, with honey, maple, and caramel on the finish.",Process Washed,Sub Region Dota,,,,Varietal red & yellow catuaí
66,Founder's Blend,Blends,Sweet & Smooth,15.0,12.0,340.1942774959533,12.0,A traditional base with hints of Sweet Vanilla and Milk Chocolate,"Everything you love about a classic, nostalgic cup of comfort shine in this sweet, easy to love blend - it's just elevated beyond your wildest dreams.",Stumptown,"Portland, OR",Medium Roast,"The diner of your dreams serves this coffee. We like to think of our Founder’s Blend as a dose of Central American sunshine in a cup, a creature comfort in our cloudy Northwest hometown. Simple and chocolate-forward, this full-bodied cup is an all day every day drinker.",Process Washed,,,,,
67,Holler Mountain,Blends,Sweet & Smooth,16.0,12.0,340.1942774959533,12.0,A traditional base with hints of Nut and Brown Sugar,This full-bodied & versatile hometown favorite layers crisp bright flavors on top of comforting richness.,Stumptown,"Portland, OR",Medium Roast,"One of our signature blends that’s been with us since the beginning, Holler Mountain is a hometown favorite. A versatile and full-bodied blend, Holler Mountain doses out a bright burst of citrus that pairs perfectly with creamy notes of caramel and hazelnut.",Process Washed,,,,,
68,Creamery Seasonal Blend,Blends,Comforting & Rich,15.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Brown Sugar,"The silky sweetness of cream is always the target of this blend that changes with the seasons. It’s deep and balanced, vibrant yet mellow. Real cream optional.",Ruby,"Nelsonville, WI",Medium-Dark Roast,"Creamery is our mainstay of seasonal coffees that emphasizes depth and balance in the cup. Great for vibrant, silky espresso and chocolatey, sweet drip. When preparing espresso try 19-20 g in / 38-42 g out around 28-32 sec and adjust to taste. As drip we typically brew at 31-32 g coffee and 500 ml water using Kalita, Hario or similar pour-over style. In this method of prep, expect a greater presence of dried fruit notes and a range of chocolate flavors.",Process Washed,Sub Region Huehuetenango Tarrazu Kirinyaga,Harvest Time March 2017,Elevation 1600,Producer Ernesto Perez and family Rolando Esquivel Bararantes and Family various small holders Harvest Time March 2017 Varietal Bourbon Caturra Maragogipe Red Catuia SL-28 and SL-34 Elevation 1600,Varietal Bourbon Caturra Maragogipe Red Catuia SL-28 and SL-34
